diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q18355387,Q18355387, , , , , , , , , , , , , , , , , , , , 
Q3658498,Q3658498,hantura,Q101991, , , , , , , , , , , , , ,D012214, , , , 
Q7600393,Q7600393, , , , , , , , , , , , ,008.41, ,C0038157, , , , , 
Q5420699,Q5420699, , , , , , , , , , , , , , , , , , , , 
Habenaria endothrix,Q109524622, , , , , , , , , , , , , , , , , , , , 
mugako legenar tuberkuloide,Q4944690, , , , , , , , , , , , , , ,C0343457, , , , , 
Uretritis,Q1122485, , ,"Azitromizina,Eritromizina","Q165399,Q213511", , , , , , , , ,"099.40,597.80",N34.2,"C0041976,C0311389",D014526,C26904,https://eu.wikipedia.org/wiki/Uretritis,Uretraren hantura akutua edo kronikoa, 
Q4247442,Q4247442, , , , , , , , , , , , ,597.89, ,C0268860, , , , , 
Aspergillus foetidus slow virus 1,Q18976582, , , , , , , , , , , , , , , , , , , , 
Q1425304,Q1425304, , , , , , , , , , , , , , , ,D014766, , , , 
Pepper mild mottle virus,Q9058222, , , , , , , , , , , , , , , , , , , , 
Q7834633,Q7834633, , , , , , , , ,Gripearen A birusa H5N1 mota,Q160122, , , , , , , , , , 
Suid herpesvirus 1,Q17504621, , , , , , , , , , , , , , , ,D011558, , , , 
Q570260,Q570260, , , , , , , , , , , , , , , ,D004860, , , , 
Q1040214,Q1040214, , , , , , , , , , , , , , , ,D054908, , , , 
Q9692,Q9692, , , , , , , , , , , , , , , ,D016766, , , , 
Q25339948,Q25339948, , , , , , , , ,hidrokarburo,Q43648, , , , , , , , , , 
Q7430242,Q7430242, , , , , , , , ,Q1292038,Q1292038, , , , , , , , , , 
Q4497199,Q4497199, , , , , , , , ,ohe-zimitz,Q48385308, , , , , , , , , , 
2009ko A gripearen pandemia Euskal Herrian,Q12252618, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/2009ko_A_gripearen_pandemia_Euskal_Herrian, , 
Q4261893,Q4261893, , , , , , , , , , , , , , ,C0277474, , , , , 
Ichthyophthirius multifiliis,Q19253007, , , , , , , , , , , , , , , , , , , , 
Q5370768,Q5370768, , , , , , , , , , , , , , , , , , , , 
Q7928681,Q7928681, , , , , , , , , , , , , , , , , , , , 
Q7206003,Q7206003, , , , , , , , , , , , , , , , , , , , 
Bakteriemia,Q650912, , , , , , , , , , ,Hemokultibo,Q886695, , , ,D016470,C102993,https://eu.wikipedia.org/wiki/Bakteriemia, , 
Araucaria columnaris,Q134045, , , , , , , , , , , , , , , , , , , , 
Q4785238,Q4785238, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q5113836,Q5113836, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q4688334,Q4688334, , , , , , , , ,infekzio,Q166231, , , , , , , , , , 
Q936236,Q936236, , , , , , , , ,infekzio,Q166231, , , , , ,D014735, , , , 
Q19850514,Q19850514,Q4839991,Q4839991, , , , , , ,Xylella fastidiosa,Q3019529, , , , , , , , , , 
Q5003661,Q5003661, , , , , , , , , , , , , , , , , , , , 
Q94269009,Q94269009, , , , , , , , , , , , , , , , , , , , 
Q1243018,Q1243018, , , , , , , , , , , , , , , ,D060085, , , , 
Q4948827,Q4948827, , , , , , , , , , , , , , ,C2937266, , , , , 
Q7255050,Q7255050, , , , , , , , ,Pseudomonas aeruginosa,Q31856, , , , , , , , , , 
mugako legenar lepromatoso,Q4944686, , , , , , , , , , , , , , ,C0343458, , , , , 
Q16964162,Q16964162, , , , , , , , , , , , , , ,C0273731, , , , , 
Q7935647,Q7935647, , , , , , , , , , , , , , , , , , , , 
Avian infectious bronchitis virus,Q3560916, , , , , , , , , , , , , , , , , , , , 
Q25111298,Q25111298, , , , , , , , , , , , , , , , , , , , 
linfadenitis,Q3269466, , , , , , , , , , , , ,"289.1,683","I88.1,I88.9,L04,L04.9","C0024205,C0154304,C0157705",D008199,"C26821,C26966,C26978", , , 
Q191557,Q191557, , , , , , , , , , , , , , ,C0751878,D020293,C84622, , , 
Q7663822,Q7663822, , , , , , , , , , , , , , , ,D056647, , , , 
Q5580646,Q5580646, , , , , , , , , , , , , , , , , , , , 
poliarteritis koskordun,Q745162,hantura,Q101991, , , , , , , , , , ,446.0,M30.0,C0031036,D010488,C26847,https://eu.wikipedia.org/wiki/Poliarteritis_koskordun, ,"Kussmaul-en eritasun,Kussmaulen eritasun,Kussmaulen gaixotasun"
poliarteritis koskordun,Q745162,hantura,Q101991, , , , , , , , , , ,446.0,M30.0,C0031036,D010488,C26847,https://eu.wikipedia.org/wiki/Poliarteritis_koskordun, ,"Kussmaul-en eritasun,Kussmaulen eritasun,Kussmaulen gaixotasun"
Q3624227,Q3624227, , , , , , , , , , , , , , ,C0018202, , , , , 
Q3624228,Q3624228, , , , , , , , , , , , , , , , , , , , 
Q2535105,Q2535105, , , , , , , , , , , , , , ,C0403761, , , , , 
Q7254776,Q7254776, , , , , , , , , , , , , , ,C1274817, , , , , 
Q5018773,Q5018773, , , , , , , , , , , , , , ,C0262400, , , , , 
Q7630699,Q7630699, , , , , , , , , , , , , , , , , , , , 
Q7317000,Q7317000, , , , , , , , , , , , , , , , , , , , 
karditis,Q1729125, , , , , , , , , , , , ,429.89, ,C0030270, , , ,Bihotzeko hantura, 
Q6947997,Q6947997, , , , , , , , , , , , , , ,C0854532, , , , , 
Q2514487,Q2514487, , , , , , , , , , , , , , , ,C535669, , , , 
Q1343695,Q1343695, , , , , , , , , , , , , , ,C0341058,D002613, , , , 
Q2374705,Q2374705, , , , , , , , , , , , , , , ,D051261, , , , 
Q7201764,Q7201764, , , , , , , , , , , , , , ,C0399603, , , , , 
Q7303260,Q7303260, , , , , , , , , , , , , , ,C0267921, , , , , 
kolezistitis kroniko,Q3682564, , , , , , , , , , , , ,575.11, ,C0085694, , , , , 
Q3682563,Q3682563, , , , , , , , , , , , , , ,C0149520,D041881, , , , 
Q1532338,Q1532338, , , , , , , , , , , , , ,K55.9,C0162529,D017091, , , , 
Q16951605,Q16951605, , , , , , , , ,Q114785138,Q114785138, , , , , , , , , , 
Kolitis pseudomenbranoso,Q574905,"Azkura,Bihotzerre,Dispepsia,Ikterizia,beherako,goragale,idorreri,oka,sukar,tripako min","Q127076,Q133244,Q178436,Q183425,Q186889,Q199602,Q38933,Q40878,Q537297,Q653971","Bankomizina,Bazitrazina,Q3294635,Q418006,Q5446672,Q899036,metronidazol","Q169569,Q3294635,Q418006,Q424027,Q424319,Q5446672,Q899036", , , , ,Clostridium difficile,Q310543, , , ,A04.7,"C0014358,C0085819,C0343386,C1257843,C1257844,C1257845",D004761,"C128347,C35286",https://eu.wikipedia.org/wiki/Kolitis_pseudomenbranoso, , 
Q4138746,Q4138746, , , , , , , , , , , , ,437.2,I67.4,C0151620,D020343,C3503, , , 
Q2373700,Q2373700, , , , , , , , ,infekzio,Q166231, , , , ,C0014336, , , , , 
Q5398633,Q5398633, , , , , , , , , , , , , , ,CL380989, , , , , 
Q3758801,Q3758801, , , , , , , , , , , , ,"535.4,535.50", ,C0029800, , , , , 
Q3460769,Q3460769, , , , , , , , , , , , , , ,CL473755, , , , , 
Q99662577,Q99662577, , , , , , , , , , , , , , , , , , , , 
Q5275416,Q5275416, , , , , , , , , , , , , , , , , , , , 
Q7260020,Q7260020, , , , , , , , , , , , , , , , , , , , 
Q3827083,Q3827083, , , , , , , , , , , , ,"464.0,464.00,464.01",J04.0,"C0001327,C0949123", ,C26688, , , 
Q3827087,Q3827087, , , , , , , , , , , , ,476.0,J37.0,C0155836, ,C26975, , , 
Q7049569,Q7049569, , , , , , , , , , , , , , ,C0269242, , , , , 
Q58742591,Q58742591, , , , , , , , , , , , , , , , , , , , 
Q55789135,Q55789135, , , , , , , , , , , , ,359.79, ,C0751356, ,C116796, , , 
Q7256101,Q7256101, , , , , , , , , , , , , , , ,D016659, , , , 
Q3858675,Q3858675, , , , , , , , , , , , , , ,C0027122,D009221,C3253, , , 
Q3888473,Q3888473, , , , , , , , , , , , , , ,"C1855320,CL548510", , , , , 
Q2457358,Q2457358, , ,"Naproxeno,diklofenako","Q1215575,Q244408", , , , , , , , ,726.32,M77.1,"C0014488,C0039516", ,"C34589,C35067", , , 
Q5032415,Q5032415, , , , , , , , , , , , , , , , , , , , 
Q7903697,Q7903697, , , , , , , , ,Sarkoidosi,Q193894, , , , ,C0042171, , , , , 
Q7900393,Q7900393, , , , , , , , ,uremia,Q13365776, , , , , , ,C114837, , , 
Q3232575,Q3232575,bularreko min,Q693058, , , , , , , , , , , , ,C0155679, , , , , 
Q3899856,Q3899856, , , , , , , , , , , , , , ,C0152452, , , , , 
Q4367483,Q4367483, , , , , , , , , , , , , , , ,D013369, , , , 
Q6804859,Q6804859, , , , , , , , , , , , , , , , ,C102977, , , 
Q7248856,Q7248856, , , , , , , , , , , , , , ,C0730302, , , , , 
Q7242093,Q7242093, , , , , , , , , , , , ,115.92, ,C0153278, , , , , 
Q25339387,Q25339387, , , , , , , , , , , , , , ,C0266989, , , , , 
Q7263154,Q7263154, , , , , , , , , , , , , , ,C0267000, , , , , 
Q3518023,Q3518023, , , , , , , , , , , , , , , , , , , , 
Q2353052,Q2353052, , , , , , , , , , , , , , , , , , , , 
Q18668987,Q18668987, , , , , , , , , , , , , , ,C1387253, , , , , 
Q23844400,Q23844400, , , , , , , , , , , , , , , , , , , , 
Q3454355,Q3454355, , , , , , , , , , , , , , ,C0037018,D012790, , , , 
Q3896326,Q3896326, , , , , , , , , , , , ,522.4,K04.4,C0155934, , , , , 
espondilartritis ankilosatzaile,Q52849,min muskuloeskeletiko sekundario kroniko,Q58490917,"Gammaglobulina,Ibuprofeno,Naproxeno,Piroxicam,Q2858961,Q348260,Q408801,Q412909,Q413879,Q415343,Q420305,Q7444755,Q963093,diklofenako,metotrexato","Q1215575,Q186969,Q244408,Q2858961,Q348260,Q408676,Q408801,Q412909,Q413879,Q415264,Q415343,Q420305,Q422232,Q7444755,Q963093", , , , , , , , ,720.0,M45,C0038013,D013167,C84564,https://eu.wikipedia.org/wiki/Espondilitis_ankilosatzaile,Ardatz errakideoko mina eta ankilosi aurrerakorra ezaugarri nagusitzat dituen gaixotasuna, 
Q6901325,Q6901325, , , , , , , , , , , , , , , , , , , , 
Q3350500,Q3350500, , , , , , , , , , , , , , ,C0409702, ,C119021, , , 
Q3907250,Q3907250, , , , , , , , , , , , , , ,C0409651, , , , , 
Q6421862,Q6421862, , , , , , , , , , , , , , , , , , , , 
Q3624450,Q3624450, , , , , , , , ,hesteetako hanturazko gaixotasun,Q917447, , , , ,C0151435, , , , , 
Q1455492,Q1455492, , , , , , , , , , , , , , ,C0409939, , , , , 
Q1029413,Q1029413, , , , , , , , , , , , , , ,C3495559,D001171, , , , 
Q3899850,Q3899850, , ,Q2759348,Q2759348, , , , , , , , , ,M77.9,C0031037,D010489, , , , 
Q94682151,Q94682151, , , , , , , , , , , , , , , , , , , , 
Q7798315,Q7798315, , , , , , , , , , , , , , ,C0700184, , , , , 
Q16668615,Q16668615, , , , , , , , , , , , , , ,C1849562, , , , , 
Q5463850,Q5463850, , , , , , , , , , , , , , , , , , , , 
Q199295,Q199295,"Anemia hemolitiko,Ikterizia,Q68639544,tripako min","Q1145668,Q133244,Q183425,Q68639544", , , , , , , , , , , , ,C0267805, , , , , 
Q7234336,Q7234336, , , , , , , , , , , , , , ,C3697842, , , , , 
Q16964430,Q16964430, , , , , , , , , , , , , , ,C0238261, , , , , 
Q10295810,Q10295810, , , , , , , , , , , , , , ,C0151718, , , , , 
Q18553584,Q18553584, , , , , , , , , , , , , ,D84.1,C1852700, , , , , 
Q5196695,Q5196695, , , , , , , , , , , , ,701.8, ,C0406659, , , , , 
Q5332315,Q5332315, , , , , , , , , , , , , , , , , , , , 
Q7168461,Q7168461, , , , , , , , , , , , , , , , , , , , 
Q16901107,Q16901107, , , , , , , , , , , , , , , , , , , , 
Q5062751,Q5062751, , , , , , , , , , , , , , , , , , , , 
Q6664635,Q6664635, , , , , , , , , , , , , ,E88.1, , ,C131814, , , 
Q6664635,Q6664635, , , , , , , , , , , , , ,E88.1, , ,C131814, , , 
Q5958306,Q5958306, , , , , , , , , , , , , , ,C0342952, , , , , 
hipernatremia,Q1132653, , , , , , , , , , , , , , ,C0020488,D006955,C37970,https://eu.wikipedia.org/wiki/Hipernatremia,Odolean ohikoa baino sodio-kontzentrazio handiagoa izatea, 
Q210697,Q210697, , , , , , , , , , , , , , ,C0151714, ,C37969, , , 
Q5898267,Q5898267, , , , , , , , , , , , , , ,C0085679, , , , , 
Q9003905,Q9003905, , , , , , , , , , , , , , ,C0085680, , , , , 
Q1878731,Q1878731, , , , , , , , , , , , , , ,C0238258, , , , , 
Q8074576,Q8074576, , , , , , , , , , , , , , , , , , , , 
Q17002920,Q17002920, , , , , , , , , , , , , , , , , , , , 
Q5712506,Q5712506, , , , , , , , , , , , , ,P55.8, , , , , , 
Q5712513,Q5712513, , , , , , , , , , , , , , , , , , , , 
Q3877686,Q3877686, , , , , , , , , , , , , , , , , , , , 
Q1599857,Q1599857, , , , , , , , , , , , , , ,C0085666, , , , , 
Q539728,Q539728, , , , , , , , , , , , , , , ,D006394, , , , 
Q1340037,Q1340037, , , , , , , , , , , , , , , , , , , , 
Q1473802,Q1473802, , , , , , , , , , , , , , ,C0029441,D010017,C3297, , , 
Q1488684,Q1488684, , , , , , , , , , , , , , ,C0032568, , , , , 
Q631904,Q631904, , , , , , , , , , , , , ,C49.9,C1266184, ,C6906, , , 
Q1752284,Q1752284, , , , , , , , , , , , , , , ,D009367, , , , 
Q4655219,Q4655219, , , , , , , , , , , , , , , , , , , , 
Q17011492,Q17011492, , , , , , , , , , , , , , , , , , , , 
Q2575340,Q2575340, , , , , , , , , , , , , , , , , , , , 
Q4713253,Q4713253, , , , , , , , , , , , , , , , , , , , 
Q64118255,Q64118255, , , , , , , , , , , , , , , , , , , , 
Austin Bradford Hill,Q710677, , , , , , , , , , , , , , , , , , , , 
Q5097977,Q5097977, , , , , , , , , , , , , , ,C0278704, ,C4005, , , 
GW572016,GW572016, , , , , , , , , , , , , , , , , , , , 
Q7643331,Q7643331, , , , , , , , , , , , , , ,C0334438, , , , , 
Q7004996,Q7004996, , , , , , , , , , , , , , ,C1882081, , , , , 
Q4764739,Q4764739, , , , , , , , , , , , , , ,C1304326, , , , , 
Q7543024,Q7543024, , , , , , , , , , , , , , ,C1883048, , , , , 
Q16948563,Q16948563, , , , , , , , , , , , , , ,"C0153645,C0259785", , , , , 
Q2147401,Q2147401, , , , , , , , , , , , , , ,C0035411,D012207,C3358, , , 
Q3331443,Q3331443, , , , , , , , , , , , , , , , , , , , 
Q16937037,Q16937037, , , , , , , , , , , , , , ,C0346057, ,C128451, , , 
Q7835832,Q7835832, , , , , , , , , , , , , , ,C0161823, , , , , 
Q2050795,Q2050795, , , , , , , , , , , , , ,D44.5,C2985219, ,C92624, , , 
Q2050795,Q2050795, , , , , , , , , , , , , ,D44.5,C2985219, ,C92624, , , 
Q6708444,Q6708444, , , , , , , , , , , , , , , , , , , , 
neurinoma,Q369148, , , , , , , , , , , , , , ,C0027809,D009442,C3269, ,"Nerbio periferikoen tumore onbera, nerbioaren euskarri-ehunetatik garatzen dena", 
Q7127589,Q7127589, , , , , , , , , , , , , , ,C0431126, , , , , 
Q7049134,Q7049134, , , , , , , , , , , , , , , , , , , , 
Q5558338,Q5558338, , , , , , , , , , , , , , ,C3693482, , , , , 
Q6947981,Q6947981, , , , , , , , , , , , , , , , , , , , 
Q109236729,Q109236729, , , , , , , , , , , , , , ,C1367534, , , , , 
Q7249600,Q7249600, , , , , , , , , , , , , , ,C0346079, , , , , 
Q1956552,Q1956552, , , , , , , , , , , , , , ,C0206635,D018209,C3736, , , 
Q3832894,Q3832894, , , , , , , , , , , , , , ,C0334633, ,C3898, , , 
Q18553650,Q18553650, , , , , , , , , , , , ,"227.8,227.9", ,C0347524, ,C4621, , , 
Q5121689,Q5121689, , , , , , , , , , , , , , , ,D009360, , , , 
Q5264825,Q5264825, , , , , , , , , , , , , , , , , , , , 
Q3542018,Q3542018, , , , , , , , , , , , , , ,C0206643,D018218,C7075, , , 
Q3542019,Q3542019, , , , , , , , , , , , , , , , , , , , 
Q16666910,Q16666910, , , , , , , , , , , , , , , , , , , , 
Q3126341,Q3126341, , , , , , , , , , , , , , , , , , , , 
Q18370983,Q18370983, , , , , , , , , , , , , , ,C1265999, , , , , 
Q517183,Q517183, , , , , , , , , , , , , , , , , , , , 
Q4416286,Q4416286, , , , , , , , , , , , , , ,C0240991, , , , , 
Q13629899,Q13629899, , , , , , , , , , , , ,596.55, ,C0341747, , , , , 
Q2657006,Q2657006, , , , , , , , , , , , , , , , , , , , 
Q5505909,Q5505909, , , , , , , , , , , , , , , , , , , , 
Q4955769,Q4955769, , , , , , , , , , , , , , , , , , , , 
Q59585816,Q59585816, , , , , , , , , , , , , , , , , , , , 
stroke,stroke, , , , , , , , , , , , , , , , , , , , 
Q1620193,Q1620193, , , , , , , , , , , , ,331.9, ,"C0154671,C0262404", ,C84624, , , 
Q2608695,Q2608695, , , , ,Q16342771,Q16342771, , , , , , , , , ,D009069,C116757, , , 
Q17144277,Q17144277, , , , , , , , , , , , , , , , , , , , 
Q7698922,Q7698922, , , , , , , , , , , , , , , , , , , , 
Q24977061,Q24977061, , , , , , , , , , , , , , ,C1859098,C565851, , , , 
Q94796,Q94796, , , , , , , , ,alkoholismo,Q15326, , ,341.8,G37.1,C0238265,D054319, , , , 
sinzinesia,Q3508182, , , , , , , , , , , , , , , ,D046608, , ,"Pertsonaren mugikortasun-asaldua, mugimendu bat egitean gorputz-adar simetrikoarekin nahitaez beste batzuk egitera behartzen duena", 
Q6535765,Q6535765, , , , , , , , , , , , , , , , , , , , 
Q93786949,Q93786949, , , , , , , , , , , , , , , , , , , , 
Q2346980,Q2346980, , , , , , , , , , , , , , , ,D004832, , , , 
Q58721201,Q58721201, , , , , , , , , , , , , , , , , , , , 
Q1406803,Q1406803, , ,"Fenitoina,Fenobarbital,Karbamazepina,Q1175385,Q221174,Q411697,Q417227,Q868658","Q1175385,Q221174,Q407241,Q410400,Q410412,Q411697,Q417227,Q868658", , , , , , , , ,345.10, ,C0014549,D004830,C3022, , , 
Q5986769,Q5986769, , , , , , , , , , , , , , , , , , , , 
Q771950,Q771950, , , , , , , , , , , , , , ,C0393718, , , , , 
Q928489,Q928489, , , , , , , , , , , , , , ,C4049469, ,C117069, , , 
Q5382985,Q5382985, , , , , , , , , , , , , ,G40.4,C2733190, , , , , 
Q7447057,Q7447057, , , , , , , , , , , , , , , , , , , , 
Q56928651,Q56928651, , , , , , , , , , , , , , , , , , , , 
Q5779126,Q5779126, , , , , , , , , , , , , , , , , , , , 
Q1987592,Q1987592, , , , , , , , , , , , ,729.2,M79.2,"C1997249,C3178970",D060545, , , , 
Q1741415,Q1741415,"min,neke muskular","Q270421,Q81938", , , , , , ,Q1978084,Q1978084, , , , , , , , , , 
Q586720,Q586720, , , , , , , , , , , , , , , , , , , , 
Q1410673,Q1410673, , , , , , , , , , , , ,355.5,"G57.5,G57.50",C0039319,D013641,C85183, , , 
Q95361429,Q95361429, , , , , , , , , , , , , , , , , , , , 
Q4774221,Q4774221, , , , , , , , , , , , , ,G61.8,C1736154, , , , , 
Q2642518,Q2642518,min neuropatiko kroniko,Q58490835, , , , , , , , , , , , , ,D000071075, , , , 
Q7843229,Q7843229, , , , , , , , , , , , , , ,C0270792, , , , , 
Q3363589,Q3363589, , , , , , , , , , , , , , ,C0221166,D020335, , , , 
Q5062095,Q5062095, , , , , , , , , , , , , , ,C4013036, , , , , 
Q6806075,Q6806075, , , , , , , , , , , , , , , , , , , , 
Q5128655,Q5128655, , , , , , , , , , , , , , , , , , , , 
Q2080314,Q2080314, , , , , , , , , , , , , , ,C0454568, , , , , 
Q6667795,Q6667795, , , , , , , , , , , , , ,G31.0,C4274665, , , , , 
Q3508658,Q3508658, , , , , , , , ,"Q1781213,haurdunaldi","Q11995,Q1781213", , , , ,C0240682,D059388, , , , 
Q896883,Q896883, , , , , , , , , , , , , ,G90.3,"C0393911,C2931939",D054970, , , , 
Q7243101,Q7243101, , , , , , , , , , , , , , , ,D054969, , , , 
Q13874224,Q13874224, , , , , , , , , , , , , , , , , , , , 
Q25111497,Q25111497, , , , , , , , , , , , , , ,C0393846, , , , , 
Q19987054,Q19987054, , , , , , , , , , , , , , , , , , , , 
Q4919379,Q4919379, , , , , , , , , , , , , , , , , , , , 
Q4919371,Q4919371, , , , , , , , , , , , , , ,C0235834, , , , , 
Q3961691,Q3961691, , , , , , , , , , , , , , ,C0238443, , , , , 
Q640437,Q640437, , , , , , , , ,Q1746841,Q1746841, , , , ,C0271518, , , , , 
zerebeloko atakearen sindrome,Q5064077, , , , , , , , , , , , , , , , , , , , 
Q2031371,Q2031371, , , , , , , , , , , , , , , , , , , , 
Q2123166,Q2123166, , , , , , , , , , , , , , ,"C0948163,C4020851",D049292, , , , 
Q95519443,Q95519443, , , , , , , , , , , , , , , , , , , , 
Q7631108,Q7631108, , , , , , , , , , , , , , , ,D013353, , , , 
Q7254964,Q7254964, , , , ,Q11829083,Q11829083, , , , , , , , ,C0270687, , , , , 
Q7930230,Q7930230, , , , , , , , , , , , , , , , , , , , 
Q6672148,Q6672148, , , , , , , , , , , , , , , , , , , , 
Q514953,Q514953, , , , , , , , , , , , , , , , , , , , 
Q16829716,Q16829716, , , , , , , , , , , , , , , , , , , , 
Q224936,Q224936, , , , , , , , , , , , , , ,C0442880, , , , , 
Oxytropis platonychia,Q10951598, , , , , , , , , , , , , , , , , , , , 
Q1115833,Q1115833, , , , , , , , , , , , , , , , , , , , 
Q3625275,Q3625275, , , , , , , , , , , , , , , , , , , , 
Q3625278,Q3625278,"Q102186528,pneumonia","Q102186528,Q12192", , , , , , , , , , , , , , , , , , 
Q19936090,Q19936090, , , , , , , , , , , , , , ,C0011265, , , , , 
Q5802094,Q5802094, , , , , , , , , , , , , , , , , , , , 
Q3937261,Q3937261, , , , , , , , , , , , , , , , , , , , 
Q16302159,Q16302159, , , , , , , , , , , , , , , , , , , , 
Q5349807,Q5349807, , , , , , , , , , , , , , ,C0878785, , , , , 
Q5457051,Q5457051, , , , , , , , , , , , , , ,C0231446, , , , , 
Q7131104,Q7131104, , , , , , , , , , , , , , , , , , , , 
Q234132,Q234132, , , , , , , , , , , , , , , , , , , , 
Lyndley Craven,Q6708677, , , , , , , , , , , , , , , , , , ,botanikari australiarra, 
Q2252904,Q2252904, , , , , , , , , , , , , , , , , , , , 
Q60164847,Q60164847, , , , , , , , , , , , , , , , , , , , 
Islamofobia,Q486296, , , , ,Q3308225,Q3308225, , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Islamofobia, , 
Q2055121,Q2055121, , , , , , , , , , , , , , , , , , , , 
Q7629347,Q7629347, , , , , , , , , , , , , , , , , , , , 
Q5097985,Q5097985, , , , , , , , , , , , , , ,C0338998, , , , , 
Q1348299,Q1348299, , , , ,Q1138878,Q1138878, , , , , , , , , , , , , , 
transfobia,Q59677, , , , , , , , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Transfobia,"transen kontrako gorrotoa, beldurra edota diskriminazioa erakusten duen jarrera", 
Sinofobia,Q1144708, , , , ,xenofobia,Q166005, , , , , , , , , , , ,https://eu.wikipedia.org/wiki/Sinofobia, , 
Q2849709,Q2849709, , , , ,Q16676076,Q16676076, , , , , , , , , , , , , , 
Q3730759,Q3730759, , , , , , , , , , , , , , , , , , , , 
Q3968738,Q3968738, , , , , , , , , , , , , , , , , , , , 
Q560107,Q560107, , , , , , , , , , , , , , , , , , , , 
Q2257746,Q2257746, , , , , , , , , , , , , , , , , , , , 
Q16592724,Q16592724, , , , , , , , , , , , , , , , , , , , 
Q22906231,Q22906231, , , , , , , , , , , , , , , , , , , , 
Q22162415,Q22162415, , , , , , , , , , , , , , , , , , , , 
Q5439400,Q5439400, , , , , , , , , , , , , , , , , , , , 
Q25399767,Q25399767, , , , , , , , , , , , , , , , , , , , 
xenofobia,Q166005, , , , ,arrazismo,Q8461, , , , , , , , , ,D065806, ,https://eu.wikipedia.org/wiki/Xenofobia,kanpotarrekiko edo atzerritarrekiko mesprezua, 
